Greek Council,Greek Organization,Home City,Home State,Home Country,Latitude of Home City,Longitude of Home City,Free and reduced percentage of  High School,Public or Private High School,Domestic or International High School,Boarding/Day High School,Religous High School?,Gender of High School's Students,Tuition of High School,Sports Team,Merit Scholarship
None,None,Lexington,Kentucky,United States,38.046407,-84.497039,0.37915129,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lexington,South Carolina,United States,38.046407,-84.497039,0.18485,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lexington,Massachusetts,United States,35.824027,-80.253384,0.07835642,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lexington,Massachusetts,United States,38.046407,-84.497039,0.07835642,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Lexington,Kentucky,United States,33.981537,-81.236211,0.37915129,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Liberty,Missouri,United States,39.24635,-94.418937,0.17219313,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Lightwater,NA,United Kingdom,54.653113,-2.697959,NA,private,International,Boarding,Unafilliated,All-Boys,52388.29,None,None
Sorority,Chi Omega,Lilburn,Georgia,United States,33.890104,-84.142972,0.284754673,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Linwood,New Jersey,United States,39.33984,-74.575148,Data not available,private,Domestic,Day,Catholic,Co-Ed,8950,None,Robertson
None,None,Lisle,Illinois,United States,41.801141,-88.074787,0.17157712,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Little Elm,Texas,United States,33.162619,-96.937505,0.42282958,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Tau Delta,Little Falls,New Jersey,United States,40.868988,-74.208201,Data not available,private,Domestic,Day,Catholic,Co-Ed,12800,None,None
Fraternity,Alpha Epsilon Pi,Little River,South Carolina,United States,34.56178,-82.075292,0.57012888,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Little Rock,Arkansas,United States,34.746481,-92.289595,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,10320,None,None
Sorority,Kappa Kappa Gamma,Little Rock,Arkansas,United States,34.746481,-92.289595,0.4974,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Tau Delta,Little Silver,New Jersey,United States,40.336777,-74.047084,Data not available,private,Domestic,Day,Catholic,All-Boys,14975,None,None
None,None,Livingston,New Jersey,United States,40.795934,-74.314871,0.01570964,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Livingston,New Jersey,United States,40.795934,-74.314871,0.01570964,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Nu,Locust Valley,New York,United States,40.875932,-73.597071,Data not available,private,Domestic,Day,Quaker,Co-Ed,34100,None,None
None,None,Loma Linda,California,United States,34.075493,-117.24586,0.55380017,public,Domestic,Day,Unafilliated,Co-Ed,0,None,University
Sorority,Alpha Phi,London,NA,United Kingdom,37.538509,-77.43428,NA,public,International,Boarding,Catholic,All-Girls,49998,None,None
Sorority,Alpha Delta Pi,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Boarding,Unafilliated,Co-Ed,49712.53,Rowing,None
Fraternity,Alpha Delta Phi,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Day,Unafilliated,Co-Ed,40705.04,None,None
Sorority,Pi Beta Phi,London,NA,United Kingdom,51.507322,-0.127647,NA,public,International,Day,Unafilliated,Co-Ed,31477.77,None,None
Sorority,Alpha Delta Pi,London,NA,United Kingdom,51.507322,-0.127647,NA,public,International,Boarding,Unafilliated,Co-Ed,31477.77,None,None
Fraternity,Delta Sigma Phi,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Day,Unafilliated,All-Boys,29314.28,None,Robertson
Fraternity,Kappa Sigma,London,NA,United Kingdom,42.988097,-81.246029,NA,private,International,Day,Unafilliated,All-Boys,29314.28,None,None
Sorority,Kappa Kappa Gamma,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Day,Unafilliated,Co-Ed,28523.86,None,None
Sorority,Alpha Phi,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Boarding,Unafilliated,Co-Ed,118660.78,None,None
None,None,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Boarding,Unafilliated,All-Boys,52388.29,None,None
None,None,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Day,Methodist,All-Girls,44464.48,Women's Tennis,None
None,None,London,NA,United Kingdom,51.507322,-0.127647,NA,private,International,Day,Unafilliated,All-Boys,29314.28,None,None
None,None,London,NA,Canada,51.507322,-0.127647,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Chi,Lone Tree,Colorado,United States,39.536644,-104.885521,0.02204408,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Long Beach,New York,United States,40.588512,-73.657861,0.25830815,public,Domestic,Day,Unafilliated,Co-Ed,0,None,University
Sorority,Kappa Alpha Theta,Long Valley,New Jersey,United States,40.785933,-74.780164,0.01231716,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Longs,South Carolina,United States,33.938505,-78.733074,0.73405535,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Longview,Texas,United States,32.500704,-94.740489,0.52291666,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Longwood,Florida,United States,28.700723,-81.349278,0.37707281,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lorton,Virginia,United States,38.704282,-77.22776,0.177690875,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Los Altos,California,United States,37.379063,-122.116578,Data not available,private,Domestic,Day,Catholic,Co-Ed,17370,None,None
None,None,Los Altos,California,United States,37.379063,-122.116578,0.203125,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Los Altos,California,United States,37.379063,-122.116578,0.203125,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Los Altos,California,United States,37.379063,-122.116578,0.203125,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Los Angeles,California,United States,34.054394,-118.243941,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,37725,None,None
Fraternity,Alpha Delta Phi,Los Angeles,California,United States,34.054394,-118.243941,NA,private,Domestic,Day,Unafilliated,Co-Ed,37285,None,None
Sorority,Pi Beta Phi,Los Angeles,California,United States,34.054394,-118.243941,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,37285,None,None
Sorority,Pi Beta Phi,Los Angeles,California,United States,34.054394,-118.243941,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,35900,Volleyball,None
Fraternity,Sigma Alpha Epsilon,Los Angeles,California,United States,34.054394,-118.243941,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,35900,None,None
None,None,Los Angeles,California,United States,34.054394,-118.243941,Data not available,private,Domestic,Day,Unafilliated,All-Girls,37950,None,None
None,None,Los Angeles,California,United States,34.054394,-118.243941,Data not available,private,Domestic,Day,Catholic,All-Girls,13800,None,None
None,None,Los Gatos,California,United States,37.226611,-121.97468,Data not available,private,Domestic,Day,Catholic,All-Boys,19665,None,None
None,None,Los Gatos,California,United States,37.226611,-121.97468,0.02876569,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lovettsville,Virginia,United States,39.272431,-77.636343,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,38395,None,None
None,None,Lowell,Michigan,United States,42.933643,-85.341961,0.24810126,public,Domestic,Day,Unafilliated,Co-Ed,0,Wrestling,None
None,None,Loxahatchee,Florida,United States,26.943386,-80.122201,0.1988,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Loxahatchee,Florida,United States,26.943386,-80.122201,0.1988,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lubbock,Texas,United States,33.577863,-101.855166,0.43573515,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Ludhiana,NA,India,30.791971,75.89292,NA,private,International,Boarding,Unafilliated,All-Boys,15258.1,None,None
None,None,Lufkin,Texas,United States,31.338624,-94.728856,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57000,None,None
None,None,Lufkin,Texas,United States,31.338624,-94.728856,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57000,None,None
Fraternity,Sigma Chi,Lutherville Timonium,Maryland,United States,39.439552,-76.615548,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,29620,None,None
Sorority,Chi Omega,Lutherville Timonium,Maryland,United States,39.439552,-76.615548,NA,private,Domestic,Day,Unafilliated,Co-Ed,28960,None,None
Sorority,Gamma Phi Beta,Lutherville Timonium,Maryland,United States,39.439552,-76.615548,0.192,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lutz,Florida,United States,28.151124,-82.461483,0.29540229,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lutz,Florida,United States,28.151124,-82.461483,0.2202662,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Lutz,Florida,United States,28.151124,-82.461483,0.2202662,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Luzhu,NA,Taiwan,22.855101,120.259367,NA,private,International,Day,Unafilliated,Co-Ed,30888.62,None,None
None,None,Maanshan City,NA,China,31.678307,118.285941,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Macon,Georgia,United States,32.840695,-83.632402,Data not available,private,Domestic,Day,Catholic,Co-Ed,12330,None,Reggie
None,None,Madison,Wisconsin,United States,32.630868,-90.004082,0.89013452,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Madison,Alabama,United States,34.773681,-86.567509,0.1849,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Madison,Mississippi,United States,43.074761,-89.383761,0.18386346,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
None,None,Madison Heights,Michigan,United States,42.485869,-83.105203,0.39322916,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Madrid,NA,Spain,40.416705,-3.703582,NA,private,International,Boarding,Unafilliated,All-Boys,52388.29,None,None
None,None,Manassas Park,Virginia,United States,38.784004,-77.469711,0.55798687,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mandeville,Louisiana,United States,30.387861,-90.091894,0.25615474,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Track,None
None,None,Manhasset,New York,United States,40.797879,-73.699575,0.04761904,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Manhasset,New York,United States,40.797879,-73.699575,0.04761904,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Alpha,Manhasset,New York,United States,40.797879,-73.699575,0.04761904,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Manhattan Beach,California,United States,33.895084,-118.400015,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,34270,Rowing,None
Fraternity,Delta Tau Delta,Manhattan Beach,California,United States,33.895084,-118.400015,Data not available,private,Domestic,Day,Catholic,All-Boys,20025,None,None
None,None,Manitou Springs,Colorado,United States,38.858578,-104.917873,0.09070122,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Track,None
None,None,Manlius,New York,United States,43.002011,-75.976863,0.09661835,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Manosque,NA,France,43.833803,5.782666,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Mansfield,Massachusetts,United States,42.033433,-71.21894,NA,private,Domestic,Day,Catholic,Co-Ed,10450,None,None
None,None,Maple Grove,Minnesota,United States,45.07598,-93.456105,0.11515151,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Maplewood,New Jersey,United States,40.731212,-74.273481,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,37270,None,None
None,None,Maplewood,New Jersey,United States,40.731212,-74.273481,0.24725561,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Fencing,None
Sorority,Pi Beta Phi,Maplewood,New Jersey,United States,40.731212,-74.273481,0.24725561,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mapo-gu,NA,South Korea,37.5588,126.912759,NA,private,International,Boarding,Unafilliated,Co-Ed,15000,None,None
None,None,Marblehead,Massachusetts,United States,42.500096,-70.857825,0.1102439,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mareil Marly,NA,France,48.882323,2.076452,NA,public,International,Day,Unafilliated,Co-Ed,13094.55,None,None
None,None,Marietta,Georgia,United States,33.952847,-84.549615,0.45819556,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Marietta,Georgia,United States,33.952847,-84.549615,0.05198204,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Marion,South Carolina,United States,40.558374,-85.659144,0.920454,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Marion,Indiana,United States,34.178216,-79.400607,0.60641399,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mariposa,California,United States,37.570148,-119.903659,0.44597249,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Marlboro,New Jersey,United States,40.315388,-74.246256,0.07765667,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Fencing,None
Fraternity,Delta Sigma Phi,Marlton,New Jersey,United States,39.891225,-74.921832,0.11882086,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mason,Ohio,United States,39.360059,-84.309939,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,15675,None,None
None,None,Mason,Ohio,United States,39.360059,-84.309939,0.06588032,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Massapequa,New York,United States,40.680656,-73.474291,NA,private,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,Alpha Tau Omega,Massapequa Park,New York,United States,40.680379,-73.455124,Data not available,private,Domestic,Day,Catholic,All-Boys,12685,None,None
None,None,Matthews,North Carolina,United States,35.116813,-80.72368,0.43344545,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Matthews,North Carolina,United States,35.116813,-80.72368,0.07377049,public,Domestic,Day,Unafilliated,Co-Ed,0,Baseball,None
None,None,McAllen,Texas,United States,26.204369,-98.230082,0.32,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,McLean,Virginia,United States,38.934289,-77.177633,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,44675,None,None
None,None,McLean,Virginia,United States,38.934289,-77.177633,Data not available,private,Domestic,Day,Episcopal,All-Boys,42484,Fooball,None
Sorority,Alpha Delta Pi,McLean,Virginia,United States,38.934289,-77.177633,0.01813186,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Media,Pennsylvania,United States,39.916778,-75.387693,0.13533225,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Media,Pennsylvania,United States,39.916778,-75.387693,0.11914893,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Fencing,None
None,None,Medley,Florida,United States,25.840653,-80.32644,0.4649712,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Swimming,None
Sorority,Alpha Phi,Melbourne,Florida,United States,28.083627,-80.608109,0.11417322,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Melville,New York,United States,40.793432,-73.415121,0.13357778,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,Memphis,Tennessee,United States,35.149022,-90.051628,Data not available,private,Domestic,Day,Episcopal,All-Girls,19850,None,None
None,None,Memphis,Tennessee,United States,35.149022,-90.051628,0.45,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Memphis,Tennessee,United States,35.149022,-90.051628,0.28,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mendham,New Jersey,United States,40.775933,-74.600714,0.0154401,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Menlo Park,California,United States,37.453827,-122.182187,Data not available,private,Domestic,Day,Catholic,Co-Ed,19500,None,None
None,None,Mequon,Wisconsin,United States,43.221909,-87.982297,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,25123,None,None
None,None,Mequon,Wisconsin,United States,43.221909,-87.982297,0.07740422,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mercer Island,Washington,United States,47.576632,-122.227638,0.04519774,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Merritt Island,Florida,United States,28.266278,-80.663698,0.24955595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mesa,Arizona,United States,33.415314,-111.831264,0.65793676,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mexico City,NA,Mexico,19.43253,-99.13321,NA,private,International,Day,Unafilliated,Co-Ed,13131.15,None,None
Sorority,Chi Omega,Miami,Florida,United States,25.774266,-80.193659,NA,private,Domestic,Day,Unafilliated,Co-Ed,36840,None,None
Sorority,Pi Beta Phi,Miami,Florida,United States,25.774266,-80.193659,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,35900,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,53900,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,28266,Fooball,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.92424834,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Reggie
None,None,Miami,Florida,United States,25.774266,-80.193659,0.83885071,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.7650518,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.66851635,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.65903555,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.56631892,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.41394335,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Robertson
None,None,Miami,Florida,United States,25.774266,-80.193659,0.41394335,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.38879645,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.38879645,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miami,Florida,United States,25.774266,-80.193659,0.37174578,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
Sorority,Alpha Phi,Miami,Florida,United States,25.774266,-80.193659,0.37174578,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Tau Delta,Miami Beach,Florida,United States,25.788144,-80.12727,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,33200,None,None
None,None,Miami Beach,Florida,United States,25.788144,-80.12727,0.68443138,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Middlesbrough,NA,United Kingdom,54.576042,-1.234405,NA,public,International,Day,Unafilliated,Co-Ed,21758.89,Rowing,None
None,None,Middlesex,North Carolina,United States,35.790156,-78.203884,0.241215,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Kappa Sigma,Middletown,Delaware,United States,39.449556,-75.716321,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57000,None,None
Fraternity,Sigma Phi Epsilon,Middletown,Delaware,United States,39.449556,-75.716321,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57000,None,None
Sorority,Kappa Alpha Theta,Midlothian,Virginia,United States,37.506267,-77.649268,Data not available,private,Domestic,Day,Episcopal,All-Girls,25800,None,None
None,None,Midlothian,Virginia,United States,37.506267,-77.649268,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24980,None,None
None,None,Mill Creek,Washington,United States,47.857746,-122.221063,0.21,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Millburn,New Jersey,United States,40.724444,-74.306907,0.02921195,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miller Place,New York,United States,40.959821,-72.996215,0.11158798,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Milton,Massachusetts,United States,42.249544,-71.066161,NA,private,Domestic,Day,Unafilliated,Co-Ed,46250,None,None
Fraternity,Alpha Delta Phi,Milton,Massachusetts,United States,42.249544,-71.066161,NA,private,Domestic,Day,Catholic,All-Boys,44850,None,None
Sorority,Kappa Kappa Gamma,Milwaukee,Wisconsin,United States,43.034993,-87.922497,Data not available,private,Domestic,Day,Catholic,All-Girls,12580,Women's Soccer,None
Sorority,Alpha Phi,Minato-ku,NA,Japan,35.643053,139.739881,NA,private,International,Day,Unafilliated,Co-Ed,22497.75,None,None
None,None,Minneapolis,Minnesota,United States,44.9773,-93.265469,Data not available,private,Domestic,Day,Episcopal,Co-Ed,28905,None,None
None,None,Minneapolis,Minnesota,United States,44.9773,-93.265469,0.62471264,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Minneapolis,Minnesota,United States,44.9773,-93.265469,0.2012158,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Lacrosse,None
Sorority,Kappa Alpha Theta,Minneapolis,Minnesota,United States,44.9773,-93.265469,0.08291708,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Miramar,Florida,United States,25.975911,-80.334721,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,26100,Fooball,None
None,None,Monmouth Beach,New Jersey,United States,40.330388,-73.981526,Data not available,private,Domestic,Day,Catholic,Co-Ed,12984,Women's Lacrosse,None
None,None,Montclair,New Jersey,United States,40.825933,-74.209034,0.18801652,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Montclair,New Jersey,United States,40.825933,-74.209034,0.18801652,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Montclair,New Jersey,United States,40.825933,-74.209034,0.18801652,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
Sorority,Kappa Kappa Gamma,Monte Sereno,California,United States,37.236333,-121.992458,0.02876569,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Montgomery,Alabama,United States,32.366966,-86.300648,0.0573,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Montville,New Jersey,United States,40.914821,-74.383763,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,9775,Men's Track,None
None,None,Mooresville,North Carolina,United States,35.570746,-80.818299,0.25913621,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Moorpark,California,United States,34.285558,-118.882041,0.18867121,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Moraga,California,United States,37.834711,-122.12956,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,19800,None,None
None,None,Moraga,California,United States,37.834711,-122.12956,0.0247,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Morgantown,West Virginia,United States,39.629526,-79.955897,0.26659103,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Morgantown,West Virginia,United States,39.629526,-79.955897,0.26659103,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Morganville,New Jersey,United States,40.376498,-74.244312,Data not available,private,Domestic,Day,Catholic,All-Boys,14975,Men's Lacrosse,None
None,None,Morristown,New Jersey,United States,40.797021,-74.481011,0.27056019,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Nu,Morristown,New Jersey,United States,40.797021,-74.481011,0.27056019,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Moshi,NA,Tanzania,-3.355474,37.342604,NA,private,International,Day,Unafilliated,Co-Ed,15900,None,None
Fraternity,Sigma Nu,Mount Kisco,New York,United States,41.204262,-73.727076,Data not available,private,Domestic,Day,Unafilliated,All-Boys,40450,None,None
None,None,Mount Laurel,New Jersey,United States,39.934002,-74.890999,Data not available,private,Domestic,Day,Catholic,Co-Ed,16400,Field Hockey,None
None,None,Mount Laurel,New Jersey,United States,39.934002,-74.890999,0.15434782,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Mount Pleasant,South Carolina,United States,35.561825,-78.678622,Data not available,private,Domestic,Day,Episcopal,Co-Ed,22460,None,None
None,None,Mount Pleasant,North Carolina,United States,32.794065,-79.862585,0.36943441,public,Domestic,Day,Unafilliated,Co-Ed,0,None,BN
None,None,Mount Pleasant,South Carolina,United States,32.794065,-79.862585,0.13086038,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Alpha Epsilon,Mount Pleasant,South Carolina,United States,32.794065,-79.862585,0.13086038,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Mount Sinai,New York,United States,40.947043,-73.029549,0.06388206,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Mountain Brook,Alabama,United States,33.500938,-86.752211,NA,private,Domestic,Day,Unafilliated,Co-Ed,21552,None,None
None,None,Mountain Brook,Alabama,United States,33.500938,-86.752211,0,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Fencing,None
None,None,Mountain Lakes,New Jersey,United States,40.894821,-74.432931,0.01445086,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Lacrosse,None
None,None,Moyock,North Carolina,United States,36.524597,-76.178268,0.30041152,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Mumbai,NA,India,18.95238,72.832711,NA,private,International,Day,Unafilliated,Co-Ed,10559.2,None,None
None,None,Mumbai,NA,India,18.95238,72.832711,NA,private,International,Day,Unafilliated,Co-Ed,7047.04,None,None
None,None,Mumbai,NA,India,18.95238,72.832711,NA,private,International,Day,Unafilliated,Co-Ed,"25,009.90",None,None
None,None,Mundelein,Illinois,United States,42.263079,-88.003965,0.3904209,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Munster,Indiana,United States,41.56448,-87.512541,0.16819973,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Murfreesboro,Tennessee,United States,35.915517,-86.444693,0.09,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Nanjing,NA,China,32.060916,118.791607,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Nanjing,NA,China,32.060916,118.791607,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Naperville,Illinois,United States,41.772911,-88.147867,0.10235812,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Naperville,Illinois,United States,41.772911,-88.147867,0.10235812,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Naples,Florida,United States,26.142036,-81.79481,NA,private,Domestic,Day,Unafilliated,Co-Ed,26800,None,None
None,None,Naples,Florida,United States,26.142036,-81.79481,0.2752,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
